c1	34.000
c10	766.567
c11	806.133
c12	881.133
c14	995.233
c15	1211.900
c16	1340.467
c17	1442.800
c18	1630.400
c19	1661.433
c2	110.733
c20	1746.400
c21	1767.600
c22	1819.600
c23	2196.933
c25	2208.700
c26	2246.833
c27	2492.733
c28	2531.267
c29	2676.267
c3	170.267
c30	2789.267
c31	2853.700
c32	3022.133
c34	3134.767
c35	3216.467
c36	3319.500
c37	3557.567
c4	231.300
c5	364.367
c6	421.833
c7	522.867
c8	663.233
c9	727.867
